bytes                 , mode, len,   count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                   , res             , end_expr         , end, end_ok, text
3810                  ,   32,   2,      42,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base,mod=0,reg=2,rm=0,b=0};w=0                                             ", alu=4           , @modrm8          ,  16,      1, "cmp [eax], dl                         "
03b1e8010000          ,   32,   6,      42,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=base_d32,mod=2,reg=6,rm=1,b=1,disp=488@16:32};w=1                          ", alu=3           , @modrm8          ,  48,      1, "add esi, [ecx+0x1E8]                  "
8b4c8afc              ,   32,   4,      42,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=2,x=1,s=2,disp=-4@24:8};w=1                      ", move=2          , @modrm8          ,  32,      1, "mov ecx, [edx+ecx*4-4]                "
67668b4304            ,   16,   5,      42, 16,   2,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=3,b=3,disp=4@32:8};w=1                              ", move=2          , @modrm8          ,  24,      1, "mov eax, [ebx+4]                      "
6689d5                ,   16,   3,      42,  8,   1,   4,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=reg_direct,mod=3,reg=2,rm=5};w=1                                           ", move=3          , @modrm8          ,  16,      1, "mov ebp, edx                          "
fd                    ,   32,   1,      42,  0,   0,   4,   4,    ,      , std        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , std
89de                  ,   32,   2,      42,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=reg_direct,mod=3,reg=3,rm=6};w=1                                           ", move=3          , @modrm8          ,  16,      1, "mov esi, ebx                          "
2a6402                ,   16,   3,      42,  0,   0,   2,   2,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub ah, [si+2]                        "
8d2cc500000000        ,   32,   7,      42,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebp, [eax*8]                      "
2bee                  ,   32,   2,      42,  0,   0,   4,   4,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub ebp, esi                          "
8b1498                ,   32,   3,      42,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=2,rm=4,b=0,x=3,s=2};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov edx, [eax+ebx*4]                  "
03ee                  ,   32,   2,      42,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=reg_direct,mod=3,reg=5,rm=6};w=1                                           ", alu=3           , @modrm8          ,  16,      1, "add ebp, esi                          "
23e8                  ,   32,   2,      42,  0,   0,   4,   4,    ,      , and_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "and ebp, eax                          "
8d7c02ff              ,   32,   4,      41,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea edi, [edx+eax-1]                  "
66817f140601          ,   32,   6,      41,  8,   1,   2,   4,    ,      , cmp_miz    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "cmp word [edi+0x14], 0x106            "
66817f040003          ,   32,   6,      41,  8,   1,   2,   4,    ,      , cmp_miz    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "cmp word [edi+4], 0x300               "
8d943100feffff        ,   32,   7,      41,  0,   0,   4,   4,    ,      , lea        , lea:sib_d32           , "modrm8{kind=sib_d32,mod=2,reg=2,rm=4,b=1,x=6,s=0,disp=-512@24:32}                      ", move=5          , @modrm8          ,  56,      1, "lea edx, [ecx+esi-0x200]              "
8d0cf508000000        ,   32,   7,      41,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ecx, [esi*8+8]                    "
8d0cf500000000        ,   32,   7,      41,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ecx, [esi*8]                      "
f77614                ,   32,   3,      41,  0,   0,   4,   4,    ,      , div_m      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , div dword [esi+0x14]
f77620                ,   32,   3,      41,  0,   0,   4,   4,    ,      , div_m      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , div dword [esi+0x20]
6683fa08              ,   16,   4,      41,  8,   1,   4,   2,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=reg_direct,mod=3,reg=7,rm=2};imm8=0x8@24:8                                 ", alu=4           , @modrm8 + 8      ,  24,      1, "cmp edx, 8                            "
6683fa10              ,   16,   4,      41,  8,   1,   4,   2,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=reg_direct,mod=3,reg=7,rm=2};imm8=0x10@24:8                                ", alu=4           , @modrm8 + 8      ,  24,      1, "cmp edx, 0x10                         "
66c704020000          ,   32,   6,      41,  8,   1,   2,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=sib_base,mod=0,reg=0,rm=4,b=2,x=0,s=0};immz=0x0@32:16                      ", move=4          , @modrm8 + p.osz*8,  40,      1, "mov word [edx+eax], 0                 "
8d04db                ,   32,   3,      40,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea eax, [ebx+ebx*8]                  "
8d2cd2                ,   32,   3,      40,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebp, [edx+edx*8]                  "
8b548f14              ,   32,   4,      40,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=2,rm=4,b=7,x=1,s=2,disp=20@24:8};w=1                      ", move=2          , @modrm8          ,  32,      1, "mov edx, [edi+ecx*4+0x14]             "
808ae400000001        ,   32,   7,      40,  0,   0,   4,   4,    ,      , or_mi8     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "or byte [edx+0xE4], 1                 "
0a90b82bfa77          ,   32,   6,      40,  0,   0,   4,   4,    ,      , or_rm      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "or dl, [eax+0x77FA2BB8]               "
0a9098d411a0          ,   32,   6,      40,  0,   0,   4,   4,    ,      , or_rm      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "or dl, [eax-0x5FEE2B68]               "
8d2c52                ,   32,   3,      40,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebp, [edx+edx*2]                  "
0803                  ,   32,   2,      40,  0,   0,   4,   4,    ,      , or_mr      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "or [ebx], al                          "
2b0493                ,   32,   3,      40,  0,   0,   4,   4,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub eax, [ebx+edx*4]                  "
66890c43              ,   32,   4,      40,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_base,mod=0,reg=1,rm=4,b=3,x=0,s=1};w=1                                 ", move=3          , @modrm8          ,  24,      1, "mov [ebx+eax*2], cx                   "
86e9                  ,   32,   2,      40,  0,   0,   4,   4,    ,      , xchg_mr    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "xchg ch, cl                           "
8d14a8                ,   32,   3,      40,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea edx, [eax+ebp*4]                  "
0fbf4445fe            ,   32,   5,      40,  0,   0,   4,   4,    ,      , movsx_w    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "movsx eax, word [ebp+eax*2-2]         "
