bytes                   , mode, len,    count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                      , res             , end_expr         , end, end_ok, text
0fb6c7                  ,   32,   3,      422,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=reg_direct,mod=3,reg=0,rm=7}                                                 ", move=8          , @modrm16         ,  24,      1, "movzx eax, bh                           "
881e                    ,   32,   2,      422,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base,mod=0,reg=3,rm=6,b=6};w=0                                                ", move=3          , @modrm8          ,  16,      1, "mov [esi], bl                           "
3b07                    ,   16,   2,      420,  0,   0,   2,   2,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base16,mod=0,reg=0,rm=7};w=1                                                  ", alu=4           , @modrm8          ,  16,      1, "cmp ax, [bx]                            "
0fb73b                  ,   32,   3,      419,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base,mod=0,reg=7,rm=3,b=3}                                                   ", move=8          , @modrm16         ,  24,      1, "movzx edi, word [ebx]                   "
0fbfcb                  ,   32,   3,      418,  0,   0,   4,   4,    ,      , movsx_w    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "movsx ecx, bx                           "
23048d20f1f3bf          ,   32,   7,      418,  0,   0,   4,   4,    ,      , and_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and eax, [ecx*4-0x400C0EE0]             "
0fb7c6                  ,   32,   3,      418,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=reg_direct,mod=3,reg=0,rm=6}                                                 ", move=8          , @modrm16         ,  24,      1, "movzx eax, si                           "
2aff                    ,   16,   2,      416,  0,   0,   2,   2,    ,      , sub_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub bh, bh                              "
8a13                    ,   32,   2,      416,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base,mod=0,reg=2,rm=3,b=3};w=0                                                ", move=2          , @modrm8          ,  16,      1, "mov dl, [ebx]                           "
8cdb                    ,   16,   2,      416,  0,   0,   2,   2,    ,      , mov_msreg  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "mov bx, ds                              "
67663b7008              ,   16,   5,      415, 16,   2,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base_d8,mod=1,reg=6,rm=0,b=0,disp=8@32:8};w=1                                 ", alu=4           , @modrm8          ,  24,      1, "cmp esi, [eax+8]                        "
0fb76f16                ,   32,   4,      415,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d8,mod=1,reg=5,rm=7,b=7,disp=22@24:8}                                   ", move=8          , @modrm16         ,  32,      1, "movzx ebp, word [edi+0x16]              "
8d8e66ff                ,   16,   4,      415,  0,   0,   2,   2,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea cx, [bp-0x9A]                       "
8d8e62ff                ,   16,   4,      415,  0,   0,   2,   2,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea cx, [bp-0x9E]                       "
f76616                  ,   16,   3,      414,  0,   0,   2,   2,    ,      , mul_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , mul word [bp+0x16]
f7660b                  ,   16,   3,      414,  0,   0,   2,   2,    ,      , mul_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , mul word [bp+0xB]
8bcc                    ,   32,   2,      414,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=1,rm=4}                                                  ", move=1          , @modrm8          ,  16,      1, "mov ecx, esp                            "
0fbfd2                  ,   32,   3,      414,  0,   0,   4,   4,    ,      , movsx_w    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "movsx edx, dx                           "
8b3498                  ,   32,   3,      414,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=6,rm=4,b=0,x=3,s=2};w=1                                    ", move=2          , @modrm8          ,  24,      1, "mov esi, [eax+ebx*4]                    "
0310                    ,   32,   2,      412,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=base,mod=0,reg=2,rm=0,b=0};w=1                                                ", alu=3           , @modrm8          ,  16,      1, "add edx, [eax]                          "
381f                    ,   32,   2,      412,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base,mod=0,reg=3,rm=7,b=7};w=0                                                ", alu=4           , @modrm8          ,  16,      1, "cmp [edi], bl                           "
668bdf                  ,   16,   3,      412,  8,   1,   4,   2,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=3,rm=7}                                                  ", move=1          , @modrm8          ,  16,      1, "mov ebx, edi                            "
668b750a                ,   16,   4,      411,  8,   1,   4,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=6,rm=5,disp=10@24:8};w=1                                  ", move=2          , @modrm8          ,  24,      1, "mov esi, [di+0xA]                       "
668b7506                ,   16,   4,      411,  8,   1,   4,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=6,rm=5,disp=6@24:8};w=1                                   ", move=2          , @modrm8          ,  24,      1, "mov esi, [di+6]                         "
803c38ff                ,   32,   4,      411,  0,   0,   4,   4,    ,      , cmp_mi8    , cmp_mi8               , "modrm8{kind=sib_base,mod=0,reg=7,rm=4,b=0,x=7,s=0};imm8=0xff@24:8                         ", alu=4           , @modrm8 + 8      ,  32,      1, "cmp byte [eax+edi], 0xFF                "
26817dfe4a50            ,   16,   6,      411,  8,   1,   2,   2, es ,      , cmp_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "cmp word [es:di-2], 0x504A              "
26817d026e50            ,   16,   6,      411,  8,   1,   2,   2, es ,      , cmp_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "cmp word [es:di+2], 0x506E              "
